Bottom lid-High#20, 9.2
Eye color-Cyan#1, 10.0
Top lid-High#30, 11.2
Top lid-Low#20, 13.2
Eye color-Pink#1, 14.4
Bottom lid-Low#40, 14.8
Eye color-Green#1, 15.2
Eye color-Purple#1, 18.8
Eye color-Yellow#10, 19.2
Iris-Large#20, 20.0
Bottom lid-Middle#40, 21.6
Goo-Green#1, 21.6
Eye color-Red#1, 22.4
Top lid-Middle#50, 24.0
Iris-Medium#20, 33.6
Iris-Small#60, 46.4
Eyeball-Red#50, 50.0
Eyeball-White#50, 50.0
Shine-Shapes#100, 100.0
