.\assets\meta\8.json, 1.3888888888888888
.\assets\meta\34.json, 3.571428571428571
.\assets\meta\17.json, 4.513888888888889
.\assets\meta\5.json, 5.01207729468599
.\assets\meta\16.json, 5.065359477124183
.\assets\meta\24.json, 6.018518518518519
.\assets\meta\13.json, 6.196581196581196
.\assets\meta\32.json, 6.696428571428571
.\assets\meta\36.json, 7.070707070707071
.\assets\meta\14.json, 7.194616977225673
.\assets\meta\30.json, 7.202842377260982
.\assets\meta\43.json, 7.247899159663865
.\assets\meta\7.json, 7.7991452991453
.\assets\meta\11.json, 8.13707729468599
.\assets\meta\58.json, 8.145645645645645
.\assets\meta\47.json, 8.190359477124183
.\assets\meta\125.json, 8.201058201058201
.\assets\meta\2.json, 8.37912087912088
.\assets\meta\10.json, 8.688547882921284
.\assets\meta\64.json, 9.143518518518519
.\assets\meta\228.json, 9.253246753246753
.\assets\meta\21.json, 9.321581196581196
.\assets\meta\143.json, 9.385382059800666
.\assets\meta\9.json, 9.64170692431562
.\assets\meta\114.json, 9.694989106753813
.\assets\meta\28.json, 9.722222222222223
.\assets\meta\3.json, 9.87305178481649
.\assets\meta\66.json, 9.981684981684982
.\assets\meta\119.json, 10.195707070707073
.\assets\meta\26.json, 10.319616977225673
.\assets\meta\89.json, 10.327842377260982
.\assets\meta\48.json, 10.328185328185327
.\assets\meta\209.json, 10.372899159663865
.\assets\meta\46.json, 10.693895476504172
.\assets\meta\71.json, 10.747177658942366
.\assets\meta\39.json, 10.826030783058084
.\assets\meta\40.json, 10.826210826210826
.\assets\meta\49.json, 10.871087565460966
.\assets\meta\19.json, 10.9241452991453
.\assets\meta\172.json, 11.270645645645647
.\assets\meta\151.json, 11.326058201058201
.\assets\meta\35.json, 11.475615887380593
.\assets\meta\87.json, 11.50412087912088
.\assets\meta\152.json, 11.700336700336702
.\assets\meta\25.json, 11.768834051442747
.\assets\meta\52.json, 11.813547882921284
.\assets\meta\33.json, 11.82211623388094
.\assets\meta\51.json, 11.824246606855302
.\assets\meta\195.json, 11.832472006890612
.\assets\meta\245.json, 11.877528789293494
.\assets\meta\1.json, 11.87839937839938
.\assets\meta\54.json, 12.010534684953289
.\assets\meta\74.json, 12.055591467356173
.\assets\meta\41.json, 12.258454106280194
.\assets\meta\42.json, 12.42877492877493
.\assets\meta\171.json, 12.510382059800666
.\assets\meta\116.json, 12.76670692431562
.\assets\meta\147.json, 12.819989106753813
.\assets\meta\149.json, 12.847222222222223
.\assets\meta\126.json, 12.876435159043854
.\assets\meta\197.json, 12.884660559079165
.\assets\meta\38.json, 12.953337953337954
.\assets\meta\31.json, 12.99805178481649
.\assets\meta\104.json, 13.008570465597767
.\assets\meta\92.json, 13.00875050875051
.\assets\meta\144.json, 13.106684981684982
.\assets\meta\4.json, 13.293650793650793
.\assets\meta\45.json, 13.318177512550914
.\assets\meta\12.json, 13.345410628019323
.\assets\meta\136.json, 13.398692810457517
.\assets\meta\212.json, 13.453185328185327
.\assets\meta\59.json, 13.480963480963482
.\assets\meta\67.json, 13.613098787517394
.\assets\meta\128.json, 13.658155569920275
.\assets\meta\80.json, 13.818895476504174
.\assets\meta\29.json, 13.951030783058084
