.\assets\meta\3.json, 14.902531963102032
.\assets\meta\6.json, 15.094231567845114
.\assets\meta\7.json, 15.259627009956112
.\assets\meta\36.json, 15.451326614699198
.\assets\meta\15.json, 15.476072243959386
.\assets\meta\9.json, 15.488530541637923
.\assets\meta\19.json, 15.535140658754205
.\assets\meta\16.json, 15.667771848702468
.\assets\meta\24.json, 15.680230146381007
.\assets\meta\2.json, 15.717297657178069
.\assets\meta\32.json, 15.833167290813467
.\assets\meta\43.json, 15.845625588492005
.\assets\meta\28.json, 15.89223570560829
.\assets\meta\41.json, 15.908997261921154
.\assets\meta\21.json, 16.02486689555655
.\assets\meta\12.json, 16.03732519323509
.\assets\meta\1.json, 16.06207082249528
.\assets\meta\8.json, 16.074392704032153
.\assets\meta\20.json, 16.10868093961156
.\assets\meta\13.json, 16.121139237290098
.\assets\meta\4.json, 16.253770427238358
.\assets\meta\90.json, 16.266092308775235
.\assets\meta\10.json, 16.290837938035423
.\assets\meta\34.json, 16.30329623571396
.\assets\meta\25.json, 16.349906352830242
.\assets\meta\33.json, 16.41916586934936
.\assets\meta\37.json, 16.46577598646564
.\assets\meta\23.json, 16.47823428414418
.\assets\meta\94.json, 16.48253754277851
.\assets\meta\56.json, 16.494995840457044
.\assets\meta\80.json, 16.610865474092442
.\assets\meta\93.json, 16.647932984889508
.\assets\meta\97.json, 16.660391282568042
.\assets\meta\95.json, 16.694679518147453
.\assets\meta\59.json, 16.707001399684327
.\assets\meta\44.json, 16.747640658754204
.\assets\meta\54.json, 16.754069608913273
.\assets\meta\45.json, 16.83963258963259
.\assets\meta\39.json, 16.852090887311128
.\assets\meta\14.json, 16.876836516571316
.\assets\meta\51.json, 16.923446633687597
.\assets\meta\78.json, 16.935904931366135
.\assets\meta\26.json, 16.945769213656355
.\assets\meta\69.json, 17.051774565001534
.\assets\meta\18.json, 17.068536121314402
.\assets\meta\60.json, 17.104636060554967
.\assets\meta\35.json, 17.104735705608288
.\assets\meta\66.json, 17.111164655767354
.\assets\meta\127.json, 17.2339315634254
.\assets\meta\81.json, 17.28054168054168
.\assets\meta\100.json, 17.292999978220216
.\assets\meta\31.json, 17.29633566529805
.\assets\meta\109.json, 17.302864260510436
.\assets\meta\46.json, 17.32118093961156
.\assets\meta\22.json, 17.333639237290097
.\assets\meta\52.json, 17.340068187449162
.\assets\meta\5.json, 17.386678304565446
.\assets\meta\165.json, 17.425631168168483
.\assets\meta\62.json, 17.461731107409047
.\assets\meta\115.json, 17.50944521222349
.\assets\meta\74.json, 17.531767792192248
.\assets\meta\48.json, 17.539541539870644
.\assets\meta\71.json, 17.562406352830244
.\assets\meta\142.json, 17.56883530298931
.\assets\meta\77.json, 17.653430712152133
.\assets\meta\84.json, 17.67817634141232
.\assets\meta\57.json, 17.678275986465643
