Eye color-Cyan, 5.1546
Eye color-Green, 11.3402
Eye color-Pink, 16.4948
Bottom lid-High, 20.1031
Eye color-Purple, 20.6186
Top lid-High, 22.1649
Eye color-Red, 22.6804
Eye color-Yellow, 23.7113
Iris-Large, 23.7113
Iris-Medium, 34.0206
Top lid-Low, 34.5361
Bottom lid-Low, 37.1134
Eyeball-Red, 40.2062
Iris-Small, 42.268
Bottom lid-Middle, 42.7835
Top lid-Middle, 43.299
Eyeball-White, 59.7938
Background-Black, 100.0
Shine-Shapes, 100.0
